dv1,dv2,of1,of2,nlc
4.4769068502,9.1297367537,143.0135722470,205.9795554460,191.6209503490
4.4769068502,12.3694440221,185.0156701290,247.9816533290,259.6180681600
4.4776125506,3.6204065027,80.9990247835,143.9848603590,76.0114428981
4.4776125506,7.9676829595,128.5657793190,191.5516148950,167.2837229350
4.4776125506,8.4645780588,134.7027749990,197.6886105740,177.7161739420
4.4776125506,10.8922867248,165.6610482390,228.6468838150,228.6865935640
4.4776125506,10.9883662737,166.9118748560,229.8977104320,230.7038104530
4.4776125506,11.3886321482,172.1391825060,235.1250180820,239.1075039730
4.4776125506,12.0083988886,180.2809935940,243.2668291700,252.1196793080
4.4776125506,17.9707269082,260.5199203700,323.5057559460,377.3004167370
4.4824093881,5.5448074292,100.4039619570,163.5248224580,116.6643387490
4.4824093881,14.1926106038,209.5897354870,272.7105959880,298.6165980260
4.4824093881,19.2063658681,277.7301730830,340.8510335850,404.1074469010
4.4847442370,8.4645780588,134.9643347220,198.1509705900,178.2827371930
4.4847442370,12.8104269564,191.2299477630,254.4165836310,269.8159278040
4.4855174350,0.1908295975,63.2656014469,126.4740267360,4.0206794522
4.4865027650,1.7708592311,67.9838991006,131.2200973270,37.3274684570
4.4865027650,8.5651026054,136.2823681470,199.5185663740,180.5415087280
4.4927216668,2.5743405254,73.0839794701,136.4956071060,54.4143742670
4.4969027930,4.6637066848,91.5260520470,155.0557619520,98.7613109226
4.4988051311,9.2143778267,144.9236671960,208.5071387930,195.2940436090
4.5115468020,15.5004825701,228.8117848220,292.7559330570,330.3883850590
4.5115468020,15.9904252253,235.4872772080,299.4314254430,340.8313736490
4.5137100082,1.3186950056,66.6811050749,130.6865881680,28.1345702962
4.5137100082,6.5567789723,112.8776608350,176.8831439280,139.8899352190
4.5137100082,7.5031083112,124.1643328540,188.1698159470,160.0800240530
4.5137100082,7.7869840655,127.6305720190,191.6360551130,166.1365589820
4.5137100082,7.9809748046,130.0178121450,194.0232952380,170.2753826410
4.5137100082,8.1984336899,132.7105856950,196.7160687880,174.9149029760
4.5137100082,8.9764644527,142.4746984480,206.4801815420,191.5143145870
4.5137100082,9.2143778267,145.4966633560,209.5021464490,196.5902347320
4.5137100082,9.7235685912,152.0141140040,216.0195970970,207.4539016890
4.5137100082,10.4621292979,161.5736734680,225.5791565610,223.2112132980
4.5137100082,11.2384366390,171.7366980950,235.7421811880,239.7738554290
4.5137100082,12.1245566439,183.4565827190,247.4620658120,258.6793684280
4.5137100082,12.7268563550,191.4838643710,255.4893474640,271.5295297520
4.5137100082,15.9009251538,234.3873696700,298.3928527630,339.2487986990
4.5140179175,7.1786770072,120.2560888480,184.2703046900,153.1791264680
4.5140179175,10.9009668841,167.3186568830,231.3328727260,232.6056156710
4.5140179175,11.4810779558,174.9477504630,238.9619663060,244.9840674570
4.5255266524,3.3916352333,80.4049050774,144.7459524970,72.7404544580
4.5388537620,1.6063207023,68.6540959199,133.3746539890,34.6539907634
4.5439290928,3.9642896429,86.0816491230,150.9470287320,85.7150508552
4.5439290928,4.2182736957,88.5073750151,153.3727546250,91.2066415218
4.5538042041,1.2174456013,67.4356389076,132.5832627470,26.4378960272
4.5704569642,2.5743405254,75.3190028741,140.9439732840,56.3136736001
4.5704569642,5.7312671494,105.2553512250,170.8803216350,125.3714123640
4.5704569642,7.2689258621,123.2880243080,188.9129947180,159.0076815350
4.5704569642,8.8671849802,143.2372760640,208.8622464740,193.9695839810
4.5704569642,10.2222914203,160.7796611200,226.4046315300,223.6125239920
4.5704569642,12.0083988886,184.4891493490,250.1141197590,262.6836072440
4.5704569642,12.8614510469,195.9850379350,261.6100083450,281.3441147930
4.5762613344,12.1245566439,186.3145917890,252.1063523020,265.8986423470
4.5771250010,3.6204065027,83.9167191699,149.7333154630,79.4276110681
4.5771250010,6.0716002277,109.3353669960,175.1519632900,133.2040203460
4.5771250010,6.2451281148,111.3379937980,177.1545900910,137.0110253110
4.5771250010,6.9436392127,119.5868209790,185.4034172720,152.3355662900
4.5771250010,7.0084856576,120.3664448940,186.1830411870,153.7582237180
4.5771250010,7.2689258621,123.5189586330,189.3355549260,159.4719863160
4.5771250010,8.0187310688,132.7670019590,198.5835982520,175.9218618470
4.5771250010,8.1358013061,134.2315957900,200.0481920840,178.4902500280
4.5771250010,8.5061824827,138.8978750910,204.7144713840,186.6159928200
4.5771250010,8.5154172725,139.0148261840,204.8314224770,186.8185936300
4.5771250010,9.5137806188,151.8120506010,217.6286468940,208.7215527370
4.5771250010,9.8917852761,156.7278863980,222.5444826910,217.0145460450
4.5771250010,10.0651067635,158.9931931940,224.8097894880,220.8170228350
4.5771250010,10.1771206922,160.4607918710,226.2773881640,223.2744813420
4.5771250010,10.2487643670,161.4008933770,227.2174896700,224.8462622820
4.5771250010,10.6340998833,166.4755214670,232.2921177600,233.3000863210
4.5771250010,10.9009668841,170.0070588130,235.8236551060,239.1548455380
4.5771250010,10.9883662737,171.1665056760,236.9831019690,241.0722889860
4.5771250010,11.6613794079,180.1384764980,245.9550727910,255.8374335710
4.5771250010,12.1245566439,186.3541402930,252.1707365860,265.9990166230
4.5771250010,12.4543551879,190.7981998510,256.6147961440,273.2344224990
4.5771250010,13.1258484130,199.8889924480,265.7055887410,287.9662220020
4.5771250010,13.8682255027,209.9981278450,275.8147241380,304.2531330720
4.5771250010,15.5742537210,233.4205547280,299.2371510210,341.6814565740
4.5771250010,16.3077332342,243.5578007740,309.3743970670,357.7731649100
4.5771250010,18.1443763236,269.0798409600,334.8964372530,398.0670304950
4.5771250010,18.6186952789,275.6981645490,341.5147608420,408.4730502270
4.5771250010,18.9870636719,280.8447988830,346.6613951760,416.5546348300
4.5771250010,19.2063658681,283.9113904040,349.7279866970,421.3658762000
4.5777881633,2.2122245199,73.1200576884,138.9557271950,48.5477607892
4.5777881633,5.7898009409,106.1489984210,171.9846679280,127.0584737520
4.5777881633,7.4991163833,126.3555195100,192.1911890170,164.5697826010
4.5777881633,8.7232371274,141.6790366720,207.5147061790,191.4333855160
4.5777881633,9.5137806188,151.8381811140,217.6738506210,208.7820388600
4.5777881633,10.6340998833,166.5034123010,232.3390818080,233.3676951400
4.5777881633,11.4810779558,177.7568907970,243.5925603040,251.9548179600
4.5777881633,14.1673097732,214.1203083540,279.9559778610,310.9047746770
4.5777881633,15.5742537210,233.4570635130,299.2927330200,341.7804735960
4.5777881633,15.6579541488,234.6121948740,300.4478643810,343.6172981640
4.6098137203,0.4603503460,67.0921068240,133.8521524840,10.2443367069
4.6098137203,0.5531913045,67.2390234832,133.9990691430,12.3103589149
4.6099502615,4.3332653792,91.6289187772,158.3929193180,96.4353773738
4.6099502615,6.5864985281,116.4327887930,183.1967893340,146.5803304290
4.6099502615,12.4543551879,192.3310330590,259.0950336000,277.1675255000
4.6099502615,16.5059528856,248.1970967820,314.9610973230,367.3344824600
4.6099502615,18.7800118042,280.0575954650,346.8215960050,417.9429060830
4.6128280995,2.1606375567,73.8170780878,140.6644617180,48.1443225453
4.6128280995,3.7223833072,85.8979744688,152.7453580990,82.9438616513
4.6128280995,5.9481908968,109.0817763180,175.9291599490,132.5403329270
4.6128280995,7.0084856576,121.5890280070,188.4364116380,156.1663098080
4.6128280995,7.2689258621,124.7589083090,191.6062919390,161.9695585610
4.6128280995,7.4991163833,127.5879976640,194.4353812950,167.0987699210
4.6128280995,7.5031083112,127.6372751990,194.4846588290,167.1877199000
4.6128280995,8.0187310688,134.0598705820,200.9072542130,178.6770639960
4.6128280995,8.4438236190,139.4335060040,206.2808896350,188.1491722560
4.6128280995,8.4645780588,139.6975277720,206.5449114020,188.6116322550
4.6128280995,8.7968033314,143.9434643770,210.7908480080,196.0144290050
4.6128280995,8.8671849802,144.8475276980,211.6949113290,197.5827053660
4.6128280995,8.9544156049,145.9701384320,212.8175220620,199.5264183760
4.6128280995,8.9940621466,146.4811299710,213.3285136010,200.4098409040
4.6128280995,9.2143778267,149.3291248690,216.1765085000,205.3190164980
4.6128280995,9.5137806188,153.2212563530,220.0686399840,211.9904476000
4.6128280995,9.7084618219,155.7647087010,222.6120923310,216.3284239560
4.6128280995,9.8215395910,157.2463874760,224.0937711060,218.8480749600
4.6128280995,9.8342960094,157.4137325180,224.2611161480,219.1323193590
4.6128280995,10.1603465575,161.7039762050,228.5513598350,226.3975280490
4.6128280995,10.1771206922,161.9253485740,228.7727322040,226.7712970550
4.6128280995,10.6180072812,167.7653912850,234.6127749150,236.5953353720
4.6128280995,10.6340998833,167.9793122690,234.8266959000,236.9539181550
4.6128280995,10.9009668841,171.5341386870,238.3815223170,242.9003717470
4.6128280995,11.2135345727,175.7145109310,242.5618945610,249.8651491460
4.6128280995,13.8682255027,211.7989127660,278.6462963970,309.0181968180
4.6128280995,16.1724025086,243.7114181650,310.5588017950,360.3609315740
4.6128280995,16.2234375981,244.4227188600,311.2701024900,361.4981189750
4.6128280995,19.4964471271,290.3355522000,357.1829358310,434.4288268450
4.6128280995,19.5107968894,290.5379206100,357.3853042400,434.7485748680
4.6205811410,2.6804018964,77.5407988817,144.6130797240,59.9268895891
4.6221298560,0.2770613601,67.2377215343,134.3549721530,6.1985322472
4.6221298560,2.9428206305,79.5661417532,146.6833923720,65.8380099272
4.6221298560,3.9151428379,87.9589911785,155.0762417970,87.5912076859
4.6221298560,4.9067260348,97.8839283879,165.0011790070,109.7753203310
4.6221298560,5.6636401106,106.1521786700,173.2694292890,126.7093175720
4.6221298560,6.0813922836,110.9182045270,178.0354551460,136.0554433360
4.6221298560,6.6610004411,117.7290878870,184.8463385060,149.0226786600
4.6221298560,6.8448116197,119.9316050090,187.0488556270,153.1349789710
4.6221298560,6.9436392127,121.1235638940,188.2408145120,155.3459910820
4.6221298560,7.1928376365,124.1519849120,191.2692355310,160.9211621040
4.6221298560,7.2689258621,125.0829082060,192.2001588250,162.6234396040
4.6221298560,7.4991163833,127.9160974120,195.0333480310,167.7733579050
4.6221298560,7.5031083112,127.9654469880,195.0826976070,167.8626669810
4.6221298560,7.6335998008,129.5825566350,196.6998072540,170.7820769850
4.6221298560,7.9912347198,134.0518340260,201.1690846440,178.7832344800
4.6221298560,8.0187310688,134.3976037540,201.5148543720,179.3983942640
4.6221298560,8.1179829725,135.6481524910,202.7654031090,181.6188992270
4.6221298560,8.1814957355,136.4503707950,203.5676214140,183.0398332390
4.6221298560,8.1984336899,136.6645668960,203.7818175150,183.4187762150
4.6221298560,8.6419717170,142.3100707850,209.4273214040,193.3417938560
4.6221298560,8.7232371274,143.3517107490,210.4689613680,195.1598974960
4.6221298560,8.9013240807,145.6417683430,212.7590189610,199.1441330550
4.6221298560,8.9544156049,146.3263914880,213.4436421060,200.3319187670
4.6221298560,8.9764644527,146.6109665070,213.7282171260,200.8252047800
4.6221298560,8.9940621466,146.8381975800,213.9554481980,201.2189077250
4.6221298560,9.2143778267,149.6907594090,216.8080100280,206.1479019620
4.6221298560,9.5137806188,153.5892028180,220.7064534370,212.8462660410
4.6221298560,9.7084618219,156.1368213810,223.2540720000,217.2017550740
4.6221298560,9.8125748941,157.5031675420,224.6204181610,219.5310161270
4.6221298560,9.8215395910,157.6209415160,224.7381921350,219.7315780630
4.6221298560,10.1603465575,162.0859353580,229.2031859770,227.3115087570
4.6221298560,10.1771206922,162.3076777500,229.4249283690,227.6867866910
4.6221298560,10.4645351276,166.1165980800,233.2338486990,234.1169422560
4.6221298560,10.6180072812,168.1575548380,235.2748054570,237.5504852540
4.6221298560,10.8725279993,171.5526024640,238.6698530820,243.2447288620
4.6221298560,10.9009668841,171.9327188160,239.0499694350,243.8809754480
4.6221298560,10.9396526175,172.4500378060,239.5672884250,244.7464688040
4.6221298560,10.9883662737,173.1018476070,240.2190982260,245.8363110270
4.6221298560,11.3781617728,178.3327297530,245.4499803720,254.5569784280
4.6221298560,11.5221983621,180.2721990870,247.3894497060,257.7794250480
4.6221298560,11.5909207387,181.1987458940,248.3159965130,259.3169107070
4.6221298560,12.2061121521,189.5253195370,256.6425701560,273.0802294630
4.6221298560,12.3459116706,191.4251223280,258.5423729470,276.2078825720
4.6221298560,12.3857119830,191.9664753310,259.0837259500,277.0983117520
4.6221298560,12.3921392823,192.0539176980,259.1711683160,277.2421059700
4.6221298560,12.9340584450,199.4458340050,266.5630846230,289.3661473900
4.6221298560,13.2439801345,203.6893167180,270.8065673370,296.2998446250
4.6221298560,13.4976722642,207.1709666560,274.2882172750,301.9755507090
4.6221298560,13.8682255027,212.2686736750,279.3859242930,310.2657222340
4.6221298560,14.5778834515,222.0687337190,289.1859843380,326.1424857020
4.6221298560,15.2952256125,232.0193663080,299.1366169260,342.1911635680
4.6221298560,15.5004825701,234.8740262820,301.9912769000,346.7832577910
4.6221298560,15.6370331699,236.7748541680,303.8921047870,349.8382247330
4.6221298560,16.2448846066,245.2520964310,312.3693470500,363.4373304700
4.6221298560,16.8447135747,253.6408150340,320.7580656520,376.8569541970
4.6221298560,17.9215728575,268.7521884940,335.8694391130,400.9488989860
4.6388639764,4.7245968155,96.4941784345,164.0982960750,106.4673996400
4.6388639764,7.1928376365,124.7334771280,192.3375947680,162.0884805830
4.6388639764,7.2689258621,125.6667893340,193.2709069740,163.8031063650
4.6388639764,7.4991163833,128.5073367610,196.1114544010,168.9903820570
4.6388639764,7.9060186296,133.5868400500,201.1909576910,178.1598045010
4.6388639764,8.1179829725,136.2600885450,203.8642061850,182.9363586240
4.6388639764,8.7968033314,144.9325126270,212.5366302670,198.2333757580
4.6388639764,8.8671849802,145.8405777900,213.4446954310,199.8194055140
4.6388639764,8.9764644527,147.2535647520,214.8576823920,202.2819862840
4.6388639764,8.9940621466,147.4814456160,215.0855632570,202.6785451420
4.6388639764,9.8215395910,158.2955964500,225.8997140900,221.3255059730
4.6388639764,10.1771206922,162.9962995720,230.6004172130,229.3384215050
4.6388639764,11.3886321482,179.2116049970,246.8157226370,256.6394758370
4.6388639764,11.4542835166,180.0980452290,247.7021628700,258.1189101140
4.6388639764,12.9468367030,200.4254139950,268.0295316360,291.7531571790
4.6388639764,13.4448023762,207.2716397820,274.8757574220,302.9746671630
4.6388639764,13.4976722642,208.0001513690,275.6042690100,304.1660745400
4.6388639764,16.4969447053,249.7410904380,317.3452080790,371.7537968530
4.6388639764,17.6576474857,266.0643625840,333.6684802240,397.9098926240
4.6388639764,17.7934384149,267.9788254390,335.5829430800,400.9699012770
4.6388639764,19.3848691785,290.4802011760,358.0843188170,436.8323254610
4.6388639764,19.4370439739,291.2197412110,358.8238588510,438.0080691310
4.6427162898,3.1827052511,82.1003386593,149.8167856910,71.8404971854
4.6427162898,5.1011559018,100.6048104250,168.3212574580,115.1440511430
4.6427162898,6.3167593751,114.3418182800,182.0582653120,142.5828338790
4.6427162898,8.1179829725,136.4011306760,204.1175777080,183.2403213210
4.6427162898,8.2420442385,137.9748172100,205.6912642420,186.0406507040
4.6427162898,11.1575370241,176.2649772000,243.9814242320,251.8495883000
4.6427162898,11.2135345727,177.0193317090,244.7357787410,253.1135733120
4.6427162898,11.4810779558,180.6309550010,248.3474020330,259.1526024220
4.6427162898,12.1749744435,190.0515621870,257.7680092190,274.8153373390
4.6427162898,12.1924064272,190.2891514890,258.0055985210,275.2088146740
4.6427162898,12.3694440221,192.7044958030,260.4209428350,279.2049336470
4.6427162898,13.0876039123,202.5446583590,270.2611053910,295.4153457010
4.6427162898,16.2448846066,246.4267623770,314.1432094090,366.6819560010
4.6427162898,17.5839002978,265.2594534840,332.9759005160,396.9064177110
4.6427162898,19.3463442472,290.1880876930,357.9045347250,436.6885651590
4.6496087893,0.4289423211,68.2060585769,136.1237162810,9.7109192457
4.6496087893,0.8039691303,68.9254899844,136.8431476890,18.2012333987
4.6496087893,5.6076321684,106.4064408900,174.3240985940,126.9524140480
4.6496087893,5.9463495603,110.2604191110,178.1780768160,134.6207113410
4.6496087893,6.0813922836,111.8209619990,179.7386197030,137.6779731600
4.6496087893,6.2376478902,113.6426275110,181.5602852150,141.2154780960
4.6496087893,6.2451281148,113.7302508360,181.6479085400,141.3848245400
4.6496087893,6.7503682835,119.7310408960,187.6486986000,152.8230674850
4.6496087893,7.0084856576,122.8547225100,190.7723802140,158.6666433060
4.6496087893,7.2689258621,126.0423697520,193.9600274560,164.5628061920
